store_ID,store_name,post,address,hour,tel,kibo,parking
20276,BOOKOFF 足立加平インター店,〒121-0055,東京都足立区加平2-3,10:00～22:00,03-5849-8621,中型店舗,16台
20278,BOOKOFF 平塚豊田店,〒254-0087,神奈川県平塚市豊田本郷1731,10:00～21:00,0463-37-5585,中型店舗,33台
20279,BOOKOFF PLUS 横浜伊勢佐木モール店,〒231-0045,神奈川県横浜市中区伊勢佐木町1-7-7,10:00～22:00,045-232-7626,中型店舗,90台
20281,BOOKOFF PLUS 藤沢大庭店,〒251-0861,神奈川県藤沢市大庭5454-5,10:00～21:00,0466-86-6082,中型店舗,71台
20282,BOOKOFF SUPER BAZAAR 171号尼崎西昆陽店,〒661-0047,兵庫県尼崎市西昆陽1-27-8,10:00～22:00,06-4962-3881,大型店舗,135台
20283,BOOKOFF 広島海田店,〒736-0041,広島県安芸郡海田町大正町3-31,10:00～22:00,082-823-1129,中型店舗,36台
20287,BOOKOFF 6号南柏店,〒270-0141,千葉県流山市松ケ丘3-301-1,10:00～21:00,04-7141-5666,中型店舗,14台
20289,BOOKOFF 自由が丘駅前店 / Rehello by BOOKOFF 自由が丘駅前店,〒152-0035,東京都目黒区自由が丘2-11-23,10:00～22:00,03-5731-6931,中型店舗,なし
20290,BOOKOFF 富士吉田店,〒403-0017,山梨県富士吉田市新西原5-1-8,10:00～20:00,0555-22-6711,中型店舗,40台
20292,BOOKOFF 前橋広瀬店,〒379-2154,群馬県前橋市天川大島町29-1,10:00～21:00,027-263-0411,中型店舗,66台
20293,BOOKOFF 藤岡店,〒375-0053,群馬県藤岡市中大塚367,10:00～20:00,0274-22-7611,小型店舗,37台
20296,BOOKOFF 館林店,〒374-0023,群馬県館林市大手町5-24,10:00～21:00,0276-72-9411,中型店舗,30台
20298,BOOKOFF 座間警察署前店,〒252-0029,神奈川県座間市入谷西2丁目60-11,10:00～21:30,046-257-9811,中型店舗,15台
20299,BOOKOFF 岡山西長瀬店,〒700-0965,岡山県岡山市北区西長瀬1208-20,10:00～21:45,086-245-6230,中型店舗,31台
20303,BOOKOFF 函館昭和店,〒041-0812,北海道函館市昭和1-28-1,10:00～21:00,0138-44-4119,中型店舗,30台
20308,BOOKOFF 6号松戸馬橋店,〒271-0051,千葉県松戸市馬橋2276-3,10:00～21:00,047-349-7725,中型店舗,25台
20310,BOOKOFF 250号東岡山店,〒703-8225,岡山県岡山市中区神下136-2,10:00～23:00,086-208-6056,中型店舗,51台
20311,BOOKOFF 四日市阿倉川店,〒510-0015,三重県四日市市城山町1627-1,10:00～21:00,059-330-4077,中型店舗,40台
20313,BOOKOFF 港北綱島西店,〒223-0053,神奈川県横浜市港北区綱島西2-12-8,10:30～22:30,045-540-3901,中型店舗,380台
20314,BOOKOFF 福岡博多口店,〒812-0011,福岡県福岡市博多区博多駅前3-2-8 住友生命ビル,10:00～22:00,092-436-2285,中型店舗,なし
20315,BOOKOFF 岡山妹尾店,〒701-0205,岡山県岡山市南区妹尾2620-1,10:00～22:00,086-281-9144,中型店舗,117台
20316,BOOKOFF 20号山梨石和広瀬店,〒406-0035,山梨県笛吹市石和町広瀬1374-147,10:00～21:00,055-261-6230,中型店舗,66台
20317,BOOKOFF 武蔵小山パルム店,〒142-0063,東京都品川区荏原3-3-17,10:00～22:00,03-5751-5700,小型店舗,134台
20328,BOOKOFF さいたま円正寺店,〒336-0043,埼玉県さいたま市南区円正寺399-1,10:00～21:00,048-813-7955,中型店舗,29台
20331,BOOKOFF 箕面市役所前店,〒562-0003,大阪府箕面市西小路3-2-1,10:00～22:00,072-720-2785,中型店舗,97台
20335,BOOKOFF 戸田新曽店,〒335-0021,埼玉県戸田市新曽1379,10:00～21:00,048-420-2661,中型店舗,32台
20336,BOOKOFF 高槻栄店,〒569-0825,大阪府高槻市栄町2-19-1,10:00～21:00,072-697-4785,中型店舗,4台
20337,BOOKOFF 西宮北口店,〒662-0842,兵庫県西宮市芦原町9-18,10:00～22:00,0798-69-2411,中型店舗,21台
20340,BOOKOFF 山梨双葉響ヶ丘店,〒400-0104,山梨県甲斐市龍地3296-3,10:00～21:00,0551-28-8177,小型店舗,38台
20341,BOOKOFF 岡山東古松店,〒700-0921,岡山県岡山市北区東古松485-4,10:00～22:00,086-803-2212,中型店舗,44台
20344,BOOKOFF 調布駅南口店,〒182-0024,東京都調布市布田4-20-2,10:00～21:30,042-490-7113,中型店舗,なし
20345,BOOKOFF 大阪心斎橋店,〒542-0081,大阪府大阪市中央区南船場3-6-21,10:00～22:00,06-4704-3530,中型店舗,なし
20347,BOOKOFF 三田寺村店,〒669-1523,兵庫県三田市寺村町4538,10:00～21:00,079-553-5744,中型店舗,65台
20351,BOOKOFF 岡崎井ノ口店,〒444-2131,愛知県岡崎市青木町2-1,10:00～21:00,0564-66-0256,中型店舗,35台
20352,BOOKOFF 岡崎上地店,〒444-0823,愛知県岡崎市上地3-49-9,10:00～21:00,0564-59-3416,小型店舗,26台
20354,BOOKOFF 雪が谷大塚店,〒145-0066,東京都大田区南雪谷2-17-9,11:00～22:00,03-5754-2481,小型店舗,なし
20359,BOOKOFF 盛岡茶畑店,〒020-0822,岩手県盛岡市茶畑2-11-16,10:00～22:00,019-604-8477,中型店舗,75台
20361,BOOKOFF 広島己斐本町店,〒733-0812,広島県広島市西区己斐本町3-11-12,10:00～21:00,082-507-4700,中型店舗,27台
20366,BOOKOFF ひたちなか馬渡店,〒312-0012,茨城県ひたちなか市馬渡2565-9,10:00～21:00,029-274-3823,小型店舗,290台
20367,BOOKOFF 43号東灘住吉南店,〒658-0041,兵庫県神戸市東灘区住吉南町2-10-18,10:00～21:00,078-858-6735,中型店舗,21台
20370,BOOKOFF 和歌山次郎丸店,〒640-8444,和歌山県和歌山市次郎丸90,10:00～22:00,073-454-1830,中型店舗,40台
20371,BOOKOFF 尼崎東園田店,〒661-0953,兵庫県尼崎市東園田町4-6-1,10:00～22:00,06-6494-0460,中型店舗,23台
20372,BOOKOFF 千葉花見川店,〒262-0045,千葉県千葉市花見川区作新台6-13-1,10:00～21:00,043-215-1061,中型店舗,12台
20374,BOOKOFF 札幌南2条店,〒060-0062,北海道札幌市中央区南二条西1-3,10:00～21:00,011-200-5777,中型店舗,なし
20379,BOOKOFF SUPER BAZAAR 横浜東戸塚オリンピック店,〒244-0805,神奈川県横浜市戸塚区川上町52-1,10:00～21:00,045-820-2864,大型店舗,660台
20381,BOOKOFF イオンモール成田店,〒286-0029,千葉県成田市ウイング土屋24,10:00～21:00,0476-20-3191,中型店舗,4000台
20383,BOOKOFF 西川口駅東口店,〒332-0034,埼玉県川口市並木2-21-1,10:00～22:00,048-240-2206,中型店舗,なし
20387,BOOKOFF 246三軒茶屋店,〒154-0004,東京都世田谷区太子堂1-12-27,10:00～22:00,03-5433-2591,小型店舗,なし
20394,BOOKOFF アクロスプラザ久喜店,〒346-0005,埼玉県久喜市本町7-7-31,10:00～21:00,0480-29-3030,中型店舗,159台
20396,BOOKOFF 秋葉原駅前店,〒101-0025,東京都千代田区神田佐久間町1-6-4,10:00～22:00,03-5207-6206,中型店舗,5台
20397,BOOKOFF PLUS 高崎上大類店,〒370-0031,群馬県高崎市上大類町820-2,10:00～21:00,027-330-2282,大型店舗,200台
20400,BOOKOFF 板橋前野店,〒174-0063,東京都板橋区前野町4-19-1,10:00～21:00,03-5914-6411,小型店舗,なし
20404,BOOKOFF アクロスプラザ東神奈川店,〒221-0001,神奈川県横浜市神奈川区西寺尾1-16-15,10:00～21:30,045-439-5475,中型店舗,250台
20407,BOOKOFF 蒲郡旭町店,〒443-0045,愛知県蒲郡市旭町13-11,10:00～20:00,0533-66-0310,中型店舗,16台
20408,BOOKOFF 豊田下林店,〒471-0878,愛知県豊田市下林町1-6,10:00～21:00,0565-37-3570,中型店舗,32台
20409,BOOKOFF PLUS MINANO分倍河原店,〒183-0021,東京都府中市片町3-22-26 MINANO2F,10:00～21:00,042-352-8550,中型店舗,445台
20411,BOOKOFF 4号せんげん台店,〒343-0042,埼玉県越谷市千間台東3-1-20,10:00～21:00,048-970-9960,中型店舗,48台
20413,BOOKOFF PLUS 町田旭町店,〒194-0023,東京都町田市旭町1-16-12,10:00～20:00,042-732-0712,中型店舗,31台
20416,BOOKOFF SUPER BAZAAR 54号広島八木店,〒731-0101,広島県広島市安佐南区八木2-16-5,10:00～21:00,082-830-2304,大型店舗,125台
20418,BOOKOFF 寒川大曲店,〒253-0113,神奈川県高座郡寒川町大曲3-11-5,10:00～21:30,0467-72-5250,小型店舗,29台
20419,BOOKOFF 向ヶ丘遊園駅前店,〒214-0014,神奈川県川崎市多摩区登戸2102-1,10:00～21:30,044-932-7600,小型店舗,なし
20420,BOOKOFF 千葉おゆみ野店,〒266-0032,千葉県千葉市緑区おゆみ野中央2-3-1,10:00～21:00,043-293-5222,中型店舗,1200台
20421,BOOKOFF SUPER BAZAAR 鎌倉大船店,〒247-0056,神奈川県鎌倉市大船6-1-1,10:00～21:00,0467-41-1213,大型店舗,622台
20422,BOOKOFF 池袋サンシャイン60通り店,〒170-0013,東京都豊島区東池袋1-22-10 ヒューマックスパビリオン,10:00～22:00,03-5953-2325,大型店舗,なし
20423,BOOKOFF SUPER BAZAAR カインズモール名古屋みなと店,〒455-0841,愛知県名古屋市港区一州町1-3 カインズホーム2F,10:00～20:00,052-389-5800,大型店舗,1561台
20424,BOOKOFF SUPER BAZAAR 町田中央通り店（本・ホビー館）,〒194-0013,東京都町田市原町田4-4-8,10:00～21:30,042-739-4580,大型店舗,なし
20426,BOOKOFF ロッテシティ錦糸町店,〒130-0013,東京都墨田区錦糸4-6-1 ロッテシティ3F,10:00～22:00,03-5619-8020,中型店舗,なし
20427,BOOKOFF PLUS ザ･ビッグ昭島店,〒196-0024,東京都昭島市宮沢町500-1 イオン昭島ショッピングセンター2F,10:00～21:00,042-549-1637,大型店舗,1000台
20428,BOOKOFF PLUS パサージオ西新井店,〒123-0843,東京都足立区西新井栄町1-17-1,10:00～22:00,03-3848-7655,中型店舗,115台
20430,BOOKOFF SUPER BAZAAR 大宮ステラタウン店,〒331-0812,埼玉県さいたま市北区宮原町1-853-1 ステラタウン3街区 北側別館2F,10:00～21:00,048-669-6700,大型店舗,2200台
20431,BOOKOFF SUPER BAZAAR 409号川崎港町店,〒210-0807,神奈川県川崎市川崎区港町12-1,10:00～21:00,044-221-5320,大型店舗,388台
20432,BOOKOFF 新百合丘オーパ店,〒215-0021,神奈川県川崎市麻生区上麻生1-1-1 新百合丘オーパ 4F,10:00～21:00,044-959-5480,小型店舗,140台
20433,BOOKOFF SUPER BAZAAR 荒川沖店,〒300-1158,茨城県稲敷郡阿見町住吉2-8-7,10:00～21:00,029-834-3360,大型店舗,300台
20434,BOOKOFF 横浜ビブレ店,〒220-8577,神奈川県横浜市西区南幸2-15-13 横浜ビブレ8F,11:00～21:00,045-412-6010,中型店舗,115台
20436,BOOKOFF 名古屋平針店（本・ソフト館）,〒468-0011,愛知県名古屋市天白区 平針2-1810,10:00～22:00,052-805-5331,中型店舗,26台
20439,BOOKOFF 豊田柿本店,〒471-0045,愛知県豊田市東新町5-40-1,10:00～21:00,0565-35-3381,中型店舗,100台
20441,BOOKOFF 名古屋豊国通店,〒453-0834,愛知県名古屋市中村区豊国通4-5,10:00～21:00,052-486-4070,中型店舗,8台
20442,BOOKOFF 豊川諏訪西店,〒442-0069,愛知県豊川市諏訪西町2-253-1,10:00～20:00,0533-89-8234,中型店舗,45台
20444,BOOKOFF 愛知高浜店,〒444-1332,愛知県高浜市湯山町6-5-11,10:00～21:00,0566-54-5071,小型店舗,18台
20445,BOOKOFF 一宮妙興寺店,〒491-0914,愛知県一宮市花池4-9-7,10:00～21:00,0586-47-7713,中型店舗,37台
20446,BOOKOFF 牛久栄店,〒300-1233,茨城県牛久市栄町6-44,10:00～21:00,029-871-6100,中型店舗,35台
20449,BOOKOFF SUPER BAZAAR 栄スカイル店,〒460-0008,愛知県名古屋市中区栄3-4-5 栄スカイル8F,10:00～21:00,052-238-3361,大型店舗,41台
20450,BOOKOFF 鶴見駅西口店,〒230-0062,神奈川県横浜市鶴見区豊岡町15-29,10:00～23:00,045-580-0331,中型店舗,16台
20451,BOOKOFF 伊丹大鹿店,〒664-0899,兵庫県伊丹市大鹿7-34,10:00～22:00,072-773-5715,中型店舗,50台
20452,BOOKOFF SUPER BAZAAR 248号西友岡崎店,〒444-0840,愛知県岡崎市戸崎町越舞2-1,10:00～21:00,0564-72-6266,大型店舗,542台
20454,BOOKOFF 吉祥寺駅北口店,〒180-0004,東京都武蔵野市吉祥寺本町1-13-2 白樺ビル1階-4階,10:00～22:00,0422-23-8260,中型店舗,なし
20457,BOOKOFF PLUS なんば戎橋店,〒542-0076,大阪府大阪市中央区難波1-5-16 大阪B&Vビル2・3F,10:00～22:00,06-6214-2080,大型店舗,なし
20458,BOOKOFF ヴィータモールせいせき店,〒206-0011,東京都多摩市関戸4-72 ヴィータモールせいせき6F,10:00～21:00,042-357-1855,中型店舗,550台
20459,BOOKOFF SUPER BAZAAR 17号前橋リリカ店,〒371-0033,群馬県前橋市国領町2-14-1 前橋リリカ3F,10:00～21:00,027-210-3700,大型店舗,1027台
20461,BOOKOFF PLUS 河原町オーパ店,〒604-8505,京都府京都市中京区河原町通四条上ル 河原町オーパ8F,11:00～22:00,075-253-6910,中型店舗,なし
20462,BOOKOFF SUPER BAZAAR ららぽーとTOKYO-BAY North Gate店,〒273-0012,千葉県船橋市浜町2-2-7 ららぽーとTOKYO-BAY North Gate3F,10:00～20:00,047-495-6071,大型店舗,1540台
20463,BOOKOFF SUPER BAZAAR 258号イオン桑名店,〒511-0863,三重県桑名市新西方1-35 イオンモール桑名3番館2F,10:00～21:00,0594-27-0501,大型店舗,4000台
20465,BOOKOFF SUPER BAZAAR 立川駅北口店,〒190-0012,東京都立川市曙町2-7-17,10:00～21:00,042-540-5800,大型店舗,なし
